EmployeeID,HireDate,Gender,Age,Department,JobRole,Education,YearsExperience,Salary,Location
1465,2022-12-15,Non-binary,27,Finance,Sales Executive,Master,33,31345.57,San Francisco
1466,2016-09-25,Male,53,HR,HR Specialist,Master,34,88461.12,Boston
1467,2018-01-05,Non-binary,34,Marketing,Analyst,Bachelor,4,35662.15,New York
1468,2015-01-23,Female,24,Marketing,HR Specialist,High School,34,88891.41,San Francisco
1469,2015-06-19,Male,28,Engineering,Analyst,High School,0,71815.28,Boston
1470,2020-07-11,Female,32,HR,Analyst,High School,6,148536.8,Austin
1471,2022-08-30,Male,26,Sales,HR Specialist,PhD,39,36427.54,New York
1472,2021-08-25,Non-binary,30,Customer Support,Engineer,Bachelor,30,144479.61,New York
1473,2019-03-14,Non-binary,47,Finance,Analyst,PhD,28,45902.53,Boston
1474,2021-06-20,Female,56,Marketing,Engineer,High School,39,51772.9,San Francisco
1475,2015-02-07,Male,31,Marketing,Engineer,Master,18,96314.59,Chicago
1476,2021-12-07,Non-binary,36,Customer Support,Sales Executive,Master,20,70706.37,New York
1477,2020-04-26,Non-binary,26,Sales,HR Specialist,Master,11,63294.56,New York
1478,2019-10-19,Non-binary,25,Sales,Manager,PhD,24,46608.51,New York
1479,2016-08-04,Male,26,Customer Support,Engineer,Bachelor,6,35436.94,Chicago
1480,2020-07-14,Male,63,Finance,Engineer,Master,1,82285.07,Seattle
1481,2021-01-03,Non-binary,49,HR,HR Specialist,PhD,6,149326.13,San Francisco
1482,2020-05-14,Non-binary,48,Engineering,Manager,PhD,6,113252.71,New York
1483,2015-11-04,Female,56,Finance,HR Specialist,Bachelor,27,54575.07,San Francisco
1484,2020-05-30,Female,50,HR,Engineer,PhD,5,74108.49,San Francisco
1485,2022-10-01,Non-binary,64,Finance,Engineer,Bachelor,30,139034.58,San Francisco
1486,2016-04-27,Non-binary,45,Customer Support,HR Specialist,PhD,14,108745.67,New York
1487,2015-07-08,Male,23,Sales,Support Agent,Bachelor,30,120776.6,Boston
1488,2021-01-21,Male,36,Customer Support,Manager,Master,11,65583.55,Austin
1489,2022-03-12,Female,27,Customer Support,Manager,Master,22,141348.77,Chicago
1490,2018-07-01,Female,45,HR,Manager,PhD,36,44290.67,Boston
1491,2021-04-02,Non-binary,26,Finance,Support Agent,Master,2,106384.32,Chicago
1492,2022-08-30,Non-binary,51,Customer Support,HR Specialist,Master,2,109484.71,Chicago
1493,2022-06-25,Male,31,Customer Support,Sales Executive,PhD,30,106543.14,Boston
1494,2015-06-11,Male,39,Engineering,Analyst,Master,14,36982.81,New York
1495,2020-09-29,Female,61,Sales,Engineer,High School,17,130058.32,San Francisco
1496,2016-10-01,Male,34,Customer Support,HR Specialist,High School,11,46402.51,San Francisco
1497,2020-08-28,Male,52,Marketing,HR Specialist,Bachelor,23,41258.98,Chicago
1498,2019-05-06,Male,44,Marketing,Analyst,PhD,3,64027.96,Seattle
1499,2022-11-04,Male,62,HR,Support Agent,PhD,27,31833.39,Austin
1500,2019-07-24,Male,48,Engineering,Analyst,PhD,20,144020.78,San Francisco
1501,2020-07-27,Male,52,Customer Support,Manager,Bachelor,31,55289.16,New York
1502,2017-09-19,Non-binary,56,HR,Support Agent,Master,5,87809.67,Seattle
1503,2018-10-19,Non-binary,64,Finance,Engineer,Master,36,85322.89,Chicago
1504,2021-05-21,Female,58,Finance,Manager,PhD,13,30466.54,Austin
1505,2017-02-03,Non-binary,64,Marketing,Support Agent,PhD,26,139083.97,Austin
1506,2019-12-05,Male,42,Customer Support,Analyst,High School,32,127493.98,San Francisco
1507,2019-01-17,Non-binary,25,Marketing,HR Specialist,High School,25,114682.69,New York
1508,2015-09-04,Male,22,Engineering,HR Specialist,PhD,16,122502.5,San Francisco
1509,2020-06-04,Male,42,Engineering,HR Specialist,Bachelor,27,72247.65,Boston
1510,2022-04-02,Female,33,Marketing,HR Specialist,High School,39,122523.11,Chicago
1511,2018-12-01,Female,45,Sales,HR Specialist,Master,17,133931.0,New York
1512,2016-01-14,Non-binary,41,Marketing,Manager,Bachelor,34,106603.88,New York
1513,2022-03-29,Female,38,Marketing,Sales Executive,High School,6,79174.98,San Francisco
1514,2015-02-15,Female,53,Finance,Support Agent,Master,23,95794.6,Austin
1515,2018-02-07,Non-binary,33,Sales,HR Specialist,Master,32,88165.95,San Francisco
1516,2015-01-12,Male,50,HR,Sales Executive,PhD,29,114669.58,Boston
1517,2022-05-02,Female,37,Customer Support,Support Agent,PhD,35,30963.09,Boston
1518,2019-06-01,Female,40,Sales,Manager,Bachelor,16,46153.86,Austin
1519,2021-06-14,Female,58,Sales,Manager,Bachelor,8,36662.5,San Francisco
1520,2019-05-11,Male,50,Engineering,Sales Executive,High School,8,102185.55,Boston
1521,2017-02-08,Male,61,Sales,Sales Executive,Master,30,76389.92,Seattle
1522,2020-01-15,Female,31,HR,HR Specialist,PhD,12,139916.58,New York
1523,2022-12-08,Non-binary,46,Marketing,Manager,PhD,4,37395.18,Seattle
1524,2017-03-13,Female,31,Finance,Analyst,PhD,19,41311.62,Chicago
1525,2019-08-23,Male,27,Marketing,Engineer,Master,1,125284.86,Austin
1526,2018-01-24,Male,45,Customer Support,Support Agent,Master,31,49402.71,Seattle
1527,2018-02-18,Non-binary,27,Finance,Manager,High School,4,32677.17,Boston
1528,2015-12-14,Non-binary,46,Finance,Manager,PhD,6,74151.14,New York
1529,2019-11-17,Male,51,Customer Support,Sales Executive,PhD,36,81488.62,Austin
1530,2017-08-26,Female,55,Customer Support,Manager,Bachelor,34,81101.87,Austin
1531,2019-09-12,Female,32,Finance,Engineer,PhD,7,146513.34,San Francisco
1532,2020-03-12,Female,51,Marketing,Manager,PhD,3,80924.59,San Francisco
1533,2015-07-14,Non-binary,35,Engineering,Manager,PhD,23,61379.89,Austin
1534,2018-01-01,Female,41,Customer Support,Manager,High School,30,66810.88,Chicago
1535,2018-02-25,Female,32,Finance,Manager,Master,39,41015.42,Chicago
1536,2020-03-15,Male,50,Sales,Support Agent,High School,24,33928.94,Austin
1537,2015-04-07,Male,29,Engineering,Engineer,PhD,27,44105.26,Austin
1538,2015-07-08,Non-binary,38,Customer Support,Engineer,PhD,14,149357.19,Boston
1539,2017-11-06,Female,40,Engineering,Manager,High School,1,64585.94,San Francisco
1540,2017-05-18,Male,27,HR,HR Specialist,PhD,14,39123.68,Seattle
1541,2022-09-10,Female,30,Marketing,Analyst,PhD,19,42623.54,Boston
1542,2017-04-22,Female,55,HR,Analyst,Bachelor,21,85400.61,New York
1543,2016-09-10,Female,23,Customer Support,Sales Executive,PhD,36,147185.33,San Francisco
1544,2016-11-28,Non-binary,63,Engineering,Support Agent,Master,9,91106.02,Austin
1545,2019-02-04,Female,64,Marketing,Analyst,PhD,0,147379.15,Seattle
1546,2021-04-02,Male,60,Engineering,Sales Executive,Master,14,80030.03,Chicago
1547,2020-01-04,Male,46,Marketing,Engineer,Master,25,50079.79,New York
1548,2017-01-15,Female,49,Finance,Analyst,High School,12,34799.32,San Francisco
1549,2019-09-01,Male,45,Customer Support,Sales Executive,PhD,12,110248.87,Boston
1550,2016-06-30,Male,62,HR,Sales Executive,Bachelor,34,72526.85,Boston
1551,2019-07-09,Non-binary,48,Marketing,Engineer,Bachelor,13,37122.4,San Francisco
1552,2015-03-09,Non-binary,48,Engineering,Manager,Master,35,145606.64,Austin
1553,2018-06-15,Non-binary,56,Finance,HR Specialist,Master,4,113251.09,San Francisco
1554,2019-03-30,Male,31,Customer Support,Manager,PhD,21,36686.02,Chicago
1555,2019-01-18,Non-binary,63,Marketing,Manager,Bachelor,37,71735.26,San Francisco
1556,2019-10-15,Female,42,HR,Manager,Master,18,74124.03,Seattle
1557,2017-05-22,Female,27,Finance,Sales Executive,PhD,10,34438.21,Chicago
1558,2016-06-11,Female,60,HR,Manager,Bachelor,33,94319.22,Chicago
1559,2020-07-10,Male,28,Engineering,HR Specialist,PhD,27,130331.56,Boston
1560,2018-03-10,Non-binary,58,Marketing,Sales Executive,High School,8,143457.75,Boston
1561,2018-03-20,Non-binary,56,HR,Engineer,Bachelor,35,58995.25,Boston
1562,2015-08-05,Non-binary,45,Finance,Support Agent,Bachelor,28,91898.52,Chicago
1563,2016-07-13,Male,42,Customer Support,Engineer,High School,36,32027.18,Boston
1564,2022-10-09,Male,34,Finance,Sales Executive,Master,2,58395.74,Austin
1565,2015-09-19,Male,55,Customer Support,Support Agent,PhD,5,68553.12,San Francisco
1566,2021-03-13,Male,22,Sales,Support Agent,High School,1,33585.45,San Francisco
1567,2015-09-11,Female,41,Engineering,Sales Executive,Master,18,79964.74,Austin
1568,2021-02-06,Male,40,Engineering,HR Specialist,Master,6,38050.87,Austin
1569,2018-08-10,Non-binary,24,HR,Analyst,PhD,12,115015.14,San Francisco
1570,2019-09-04,Male,59,Engineering,Engineer,PhD,8,133622.82,Austin
1571,2021-01-11,Non-binary,37,Finance,Analyst,High School,10,139844.83,Chicago
1572,2022-07-23,Male,62,Finance,Manager,Master,14,119799.41,Boston
1573,2021-11-14,Female,56,HR,Engineer,PhD,16,79735.6,Seattle
1574,2018-10-21,Male,55,Marketing,Support Agent,High School,1,107820.7,Boston
1575,2019-10-15,Female,61,Finance,Manager,Bachelor,22,75502.43,Chicago
1576,2018-01-30,Female,64,Marketing,HR Specialist,High School,13,74101.3,Austin
1577,2017-12-30,Non-binary,23,Sales,Support Agent,Master,39,93535.85,Boston
1578,2020-05-15,Non-binary,46,Finance,Manager,Master,32,89516.2,Seattle
1579,2020-02-05,Male,32,Customer Support,Support Agent,High School,27,120616.67,San Francisco
1580,2016-10-28,Non-binary,42,Finance,Sales Executive,Master,3,108903.63,Chicago
1581,2022-09-15,Female,48,Marketing,Engineer,PhD,36,138876.12,New York
1582,2017-10-02,Male,23,Finance,HR Specialist,Master,34,140634.6,Seattle
1583,2018-02-28,Male,23,HR,Analyst,PhD,2,59155.51,Seattle
1584,2015-02-17,Non-binary,28,HR,Analyst,Master,5,53435.65,San Francisco
1585,2018-12-08,Female,47,HR,Engineer,High School,15,135658.76,New York
1586,2020-03-23,Female,52,Customer Support,Sales Executive,Master,39,108903.34,New York
1587,2016-02-25,Non-binary,32,Finance,Analyst,High School,10,79479.7,Chicago
1588,2019-04-06,Female,55,Customer Support,Manager,PhD,32,66780.17,San Francisco
1589,2018-10-15,Male,45,Finance,Manager,High School,10,113223.75,Chicago
1590,2020-03-10,Male,42,Customer Support,Manager,Master,28,135094.28,Boston
1591,2015-07-01,Female,63,Finance,Sales Executive,Master,25,54781.63,Boston
1592,2022-02-02,Male,27,Finance,Analyst,High School,2,35239.72,Chicago
1593,2019-04-16,Non-binary,57,Finance,Manager,Master,29,100726.09,Chicago
1594,2016-09-15,Non-binary,24,Engineering,Support Agent,PhD,25,117473.75,Austin
1595,2019-02-09,Female,53,Marketing,Manager,High School,35,76303.09,New York
1596,2016-09-15,Female,22,Engineering,Engineer,PhD,1,96358.19,Seattle
1597,2017-05-23,Male,63,HR,HR Specialist,High School,26,82060.37,San Francisco
1598,2020-10-18,Male,44,HR,Sales Executive,Master,29,65481.24,Chicago
1599,2020-02-29,Male,51,Sales,HR Specialist,Master,12,147695.96,Chicago
1600,2015-06-11,Female,34,Customer Support,Sales Executive,PhD,18,107875.11,Chicago
1601,2020-11-06,Female,38,Marketing,HR Specialist,Bachelor,37,132968.04,Austin
1602,2019-03-22,Non-binary,36,Marketing,Support Agent,PhD,22,40085.2,Boston
1603,2016-01-16,Male,58,HR,HR Specialist,High School,26,145712.42,New York
1604,2020-08-18,Male,38,Customer Support,HR Specialist,PhD,2,33656.28,Seattle
1605,2016-07-20,Non-binary,42,Sales,Engineer,High School,36,56749.41,New York
1606,2017-06-13,Male,40,Sales,Analyst,Bachelor,13,52020.99,New York
1607,2015-01-10,Male,55,Engineering,Engineer,Master,39,122505.91,Boston
1608,2020-07-07,Non-binary,48,Marketing,Manager,Master,7,112387.56,San Francisco
1609,2018-05-27,Non-binary,57,Sales,Manager,Bachelor,4,121709.48,San Francisco
1610,2022-08-25,Male,34,Marketing,Support Agent,Bachelor,0,56361.14,San Francisco
1611,2019-08-16,Male,43,Customer Support,Support Agent,PhD,6,34643.5,Seattle
1612,2017-08-01,Male,31,Sales,Engineer,PhD,17,145412.79,New York
1613,2020-07-06,Female,24,Finance,HR Specialist,Master,28,36639.47,Austin
1614,2020-09-19,Female,48,Finance,Engineer,Master,32,81467.9,Boston
1615,2017-10-15,Non-binary,55,Engineering,HR Specialist,High School,22,129387.62,New York
1616,2017-09-25,Male,63,Finance,HR Specialist,Master,7,131673.72,Austin
1617,2020-10-13,Non-binary,36,Customer Support,Engineer,High School,37,80722.67,Chicago
1618,2016-07-10,Non-binary,24,Customer Support,Analyst,Bachelor,39,38147.77,New York
1619,2020-09-28,Non-binary,54,Finance,HR Specialist,PhD,7,86975.11,Chicago
1620,2016-07-27,Non-binary,43,Sales,Support Agent,High School,32,117806.1,Seattle
1621,2018-07-30,Female,38,Engineering,HR Specialist,High School,14,98585.85,Chicago
1622,2021-05-04,Female,48,Customer Support,Manager,Bachelor,12,141922.5,Boston
1623,2015-11-27,Male,41,Finance,HR Specialist,High School,23,64433.72,San Francisco
1624,2021-12-15,Female,44,Sales,Support Agent,Master,15,114088.59,Chicago
1625,2020-07-17,Non-binary,31,Marketing,Support Agent,High School,26,33618.43,Seattle
1626,2017-01-26,Female,23,Customer Support,Sales Executive,Master,28,59625.81,San Francisco
1627,2021-09-10,Non-binary,58,Customer Support,Engineer,Bachelor,14,142995.73,Chicago
1628,2017-02-26,Male,37,Finance,Sales Executive,Bachelor,26,93968.45,Austin
1629,2015-09-23,Non-binary,46,Finance,Analyst,High School,31,53161.95,Boston
1630,2022-04-04,Female,52,Engineering,Manager,Master,33,143631.42,Seattle
1631,2015-09-20,Male,39,Engineering,Analyst,High School,28,95687.52,New York
1632,2016-04-24,Male,50,Finance,Sales Executive,PhD,3,81700.02,San Francisco
1633,2019-05-28,Non-binary,38,Marketing,Sales Executive,High School,32,116791.5,Austin
1634,2015-08-16,Female,60,Customer Support,Support Agent,Master,21,111619.47,Austin
1635,2022-11-25,Non-binary,49,Marketing,Engineer,Master,31,73422.1,Austin
1636,2015-07-19,Male,40,Customer Support,HR Specialist,High School,32,133099.61,Austin
1637,2020-07-13,Non-binary,22,HR,Sales Executive,PhD,24,123418.52,Boston
1638,2021-06-04,Non-binary,40,Engineering,Sales Executive,Master,24,38564.46,New York
1639,2015-04-12,Female,61,Engineering,Engineer,Bachelor,19,95327.93,Seattle
1640,2019-06-21,Female,54,HR,Analyst,PhD,19,145836.37,New York
1641,2019-08-02,Non-binary,63,Marketing,Support Agent,Master,3,41449.26,Austin
1642,2017-11-03,Female,26,HR,Support Agent,High School,26,89848.31,New York
1643,2019-03-26,Male,47,Engineering,Sales Executive,Bachelor,1,126596.07,New York
1644,2017-12-21,Female,23,Engineering,Support Agent,Bachelor,9,92833.66,Chicago
1645,2018-10-14,Male,35,HR,HR Specialist,PhD,35,76574.46,Boston
1646,2020-12-08,Female,39,Finance,HR Specialist,High School,13,85793.27,Boston
1647,2016-08-09,Male,36,HR,Manager,High School,10,81714.79,Austin
1648,2018-11-18,Non-binary,60,Customer Support,Support Agent,High School,39,69293.74,Boston
1649,2021-10-20,Female,57,Customer Support,Sales Executive,Master,19,143112.96,Chicago
1650,2015-12-31,Female,24,Customer Support,HR Specialist,PhD,26,87825.58,Chicago
1651,2022-07-22,Male,35,Finance,Analyst,High School,4,111389.84,Chicago
1652,2016-10-30,Male,32,Marketing,Support Agent,Bachelor,39,67716.66,San Francisco
1653,2017-01-25,Non-binary,55,Customer Support,Manager,Bachelor,34,128743.31,Boston
1654,2022-03-11,Female,26,Sales,Engineer,High School,0,72829.4,San Francisco
1655,2016-10-13,Female,30,Sales,Manager,PhD,36,48800.41,Seattle
1656,2018-12-13,Non-binary,25,Engineering,Analyst,Master,39,52585.14,New York
1657,2020-12-13,Female,58,Sales,Analyst,High School,20,132900.01,Seattle
1658,2016-09-15,Non-binary,48,Marketing,Support Agent,PhD,4,38011.45,Seattle
1659,2018-10-25,Male,57,Sales,Support Agent,PhD,27,55273.51,Boston
1660,2022-09-19,Female,52,Finance,Manager,PhD,39,97984.77,Boston
1661,2019-02-01,Female,43,Finance,Analyst,Bachelor,4,139258.33,New York
1662,2016-11-02,Male,57,Finance,Engineer,PhD,29,94578.41,San Francisco
1663,2020-06-29,Non-binary,59,Marketing,Sales Executive,PhD,20,38421.64,Austin
1664,2022-11-01,Male,54,HR,Analyst,Master,17,149344.25,Boston
1665,2015-02-19,Male,60,Finance,HR Specialist,High School,38,96397.57,San Francisco
1666,2017-09-15,Non-binary,47,Marketing,Sales Executive,High School,35,115975.25,Chicago
1667,2021-09-01,Male,55,Sales,Manager,PhD,4,81099.45,Chicago
1668,2019-12-04,Male,63,Marketing,HR Specialist,Master,11,83363.57,Austin
1669,2016-03-30,Female,34,Sales,HR Specialist,Master,15,86633.86,Seattle
1670,2022-10-11,Male,49,HR,Analyst,Bachelor,36,115225.64,New York
1671,2019-08-31,Female,22,Sales,HR Specialist,PhD,36,39567.77,Seattle
1672,2019-11-22,Male,27,Engineering,Sales Executive,PhD,21,142198.63,Austin
1673,2017-11-11,Non-binary,39,Engineering,Engineer,High School,15,58795.46,San Francisco
1674,2020-02-18,Non-binary,60,Customer Support,Analyst,Master,22,78755.57,San Francisco
1675,2017-01-14,Female,38,HR,Sales Executive,Master,10,66675.48,San Francisco
1676,2016-03-23,Male,33,HR,Engineer,PhD,12,139977.54,Chicago
1677,2018-02-28,Female,27,Sales,Analyst,Bachelor,13,102546.6,New York
1678,2020-07-15,Non-binary,27,Sales,Manager,Bachelor,34,117225.86,Austin
1679,2019-10-11,Non-binary,32,Sales,Support Agent,PhD,31,82735.27,Austin
1680,2019-08-02,Male,64,Marketing,Manager,Master,17,64018.56,Chicago
1681,2019-02-12,Non-binary,36,Engineering,Analyst,High School,14,107001.01,Chicago
1682,2015-11-03,Female,22,HR,Manager,PhD,24,136457.03,Boston
1683,2015-08-22,Non-binary,60,Marketing,HR Specialist,Master,32,65171.92,San Francisco
1684,2015-03-31,Female,36,Engineering,Support Agent,Master,39,50585.87,Seattle
1685,2022-06-15,Non-binary,40,Engineering,Analyst,Bachelor,20,49221.57,New York
1686,2015-10-09,Female,39,Engineering,Support Agent,Master,25,112953.94,Seattle
1687,2015-05-24,Male,26,Engineering,HR Specialist,PhD,31,100553.15,Boston
1688,2022-05-02,Male,55,Finance,Manager,PhD,33,145158.9,San Francisco
1689,2018-07-01,Male,55,Engineering,Support Agent,Bachelor,3,139552.28,New York
1690,2015-10-31,Female,53,Engineering,HR Specialist,Master,35,137179.46,New York
1691,2016-12-01,Non-binary,23,Marketing,Engineer,PhD,7,74605.38,San Francisco
1692,2022-02-26,Non-binary,51,HR,Analyst,Master,9,59538.97,New York
1693,2015-07-24,Male,23,Engineering,Support Agent,Bachelor,24,103814.65,San Francisco
1694,2016-08-27,Male,47,Engineering,Engineer,PhD,31,99560.1,Boston
1695,2021-06-13,Non-binary,23,Marketing,HR Specialist,PhD,28,127717.83,Chicago
1696,2021-11-23,Male,54,Engineering,Analyst,Bachelor,25,64934.86,Chicago
1697,2019-09-26,Non-binary,46,Customer Support,Analyst,High School,15,56739.79,Boston
1698,2020-07-08,Male,47,Finance,Manager,PhD,23,87145.55,Seattle
1699,2022-08-08,Female,44,HR,Engineer,Bachelor,1,97443.59,Boston
1700,2021-04-08,Female,33,Engineering,Engineer,PhD,18,36729.54,Seattle
1701,2019-09-01,Non-binary,50,Sales,Analyst,PhD,18,140074.92,Seattle
1702,2020-08-03,Male,48,Sales,Analyst,High School,37,124367.19,Austin
1703,2022-06-03,Female,34,Engineering,Support Agent,High School,26,51832.33,Chicago
1704,2022-01-09,Non-binary,29,Marketing,Sales Executive,Master,19,73294.46,New York
1705,2015-03-19,Non-binary,36,Sales,Engineer,Master,29,105188.95,New York
1706,2018-12-02,Male,24,Marketing,Analyst,PhD,3,50658.21,Austin
1707,2022-05-15,Non-binary,41,Customer Support,HR Specialist,High School,5,31444.15,Austin
1708,2018-02-14,Female,39,Finance,Sales Executive,Master,32,84671.03,Austin
1709,2017-04-07,Male,35,Engineering,Manager,PhD,31,79157.71,Boston
1710,2020-01-11,Non-binary,35,HR,Engineer,High School,21,138105.03,New York
1711,2018-11-14,Non-binary,30,Marketing,HR Specialist,Master,26,127109.36,San Francisco
1712,2018-07-01,Non-binary,39,Marketing,HR Specialist,PhD,33,64918.79,New York
1713,2015-04-22,Non-binary,59,Sales,Support Agent,PhD,39,62495.23,Austin
1714,2020-04-16,Female,62,Customer Support,Manager,Master,2,89647.75,San Francisco
1715,2019-11-23,Female,58,Finance,Support Agent,PhD,25,103228.47,Austin
1716,2015-03-06,Female,62,Customer Support,HR Specialist,Master,19,47950.64,Austin
1717,2021-10-15,Female,24,Engineering,HR Specialist,Master,33,71433.77,Seattle
1718,2021-02-05,Non-binary,39,Sales,Manager,High School,10,141606.14,Seattle
1719,2015-07-13,Male,26,HR,Sales Executive,Master,3,30721.68,San Francisco
1720,2018-03-23,Male,26,HR,Manager,PhD,2,129193.75,Austin
1721,2018-08-02,Non-binary,55,Marketing,Analyst,Master,10,33170.59,San Francisco
